date,y_spd,manu_ratio,bsi_inv_l,employ_l,durable_l,dubai_l
2017-06-01,0.492,0.10697810647010453,4.56954300834494,4.1059436980654525,4.443827035579329,3.836437018471551
2017-07-01,0.5119999999999998,0.10468597258482504,4.5591262474866845,4.107589788972121,4.4272389774954295,3.866816412590067
2017-08-01,0.5069999999999999,0.11443084493875144,4.5591262474866845,4.107589788972121,4.394449154672439,3.917408477704484
2017-09-01,0.5010000000000001,0.1183819416479075,4.564348191467836,4.109233174715851,4.45318382899021,3.987501466604052
2017-10-01,0.42900000000000027,0.09848431648973222,4.532599493153256,4.109233174715851,4.426043520090656,4.021236090401462
2017-11-01,0.3900000000000001,0.11269853930492868,4.574710978503383,4.107589788972121,4.49647076906475,4.104129862956897
2017-12-01,0.3719999999999999,0.036893183978222055,4.564348191467836,4.11251186617755,4.44500143383527,4.1170840491915905
2018-01-01,0.43599999999999994,0.0680108983400256,4.564348191467836,4.11251186617755,4.470495282661489,4.189957726425047
2018-02-01,0.4929999999999999,0.05868654827367337,4.5591262474866845,4.104294893075269,4.48863636973214,4.137244396537321
2018-03-01,0.4370000000000003,0.02449946661484592,4.564348191467836,4.107589788972121,4.51852237926242,4.157632301458019
2018-04-01,0.46299999999999963,0.047302500533736414,4.548599834499697,4.107589788972121,4.51852237926242,4.229312422632585
2018-05-01,0.5070000000000001,0.08157505926186026,4.548599834499697,4.104294893075269,4.485259889315534,4.305145590337924
2018-06-01,0.4810000000000003,0.048684475020782436,4.5591262474866845,4.1059436980654525,4.476199804691132,4.294697025235496
2018-07-01,0.45199999999999996,0.055074976871753556,4.56954300834494,4.104294893075269,4.478472532942134,4.287303782358995
2018-08-01,0.43900000000000006,0.08128638245625375,4.5217885770490405,4.100989104940769,4.490881039585964,4.284827171296749
2018-09-01,0.3619999999999999,0.0646152874265784,4.537961436294641,4.104294893075269,4.429625613473161,4.342895917470844
2018-10-01,0.3280000000000003,0.07610615871518434,4.537961436294641,4.1059436980654525,4.475061500641071,4.366405253770925
2018-11-01,0.26900000000000013,0.02705990383791157,4.5217885770490405,4.109233174715851,4.499809670330265,4.169606630055894
2018-12-01,0.16700000000000004,-0.029199595421458113,4.52720864451838,4.107589788972121,4.483002552013883,4.019441402195416
2019-01-01,0.18400000000000016,0.036009942154849206,4.532599493153256,4.107589788972121,4.468204330914934,4.080245637842599
2019-02-01,0.18599999999999994,-0.0016128455832520316,4.537961436294641,4.107589788972121,4.455509411433685,4.167440117292651
2019-03-01,0.16400000000000015,0.029659027970234675,4.564348191467836,4.109233174715851,4.529368472571809,4.203946072137182
2019-04-01,0.15300000000000002,0.009558486138673494,4.553876891600541,4.1059436980654525,4.493120682179469,4.261834449345476
2019-05-01,0.14900000000000002,-0.003428355832930663,4.548599834499697,4.107589788972121,4.493120682179469,4.229312422632585
2019-06-01,0.12200000000000011,0.005250302630162018,4.553876891600541,4.107589788972121,4.470495282661489,4.109561528026961
2019-07-01,0.12400000000000011,-0.00034504685585634576,4.548599834499697,4.107589788972121,4.447346100794524,4.140910031369422
2019-08-01,0.09000000000000008,0.035268038944497704,4.543294782270004,4.110873864173311,4.51085950651685,4.069026754237811
2019-09-01,0.133,0.014598512963426735,4.52720864451838,4.110873864173311,4.525044141508807,4.108576144468825
2019-10-01,0.21999999999999997,0.023277985384622113,4.532599493153256,4.11251186617755,4.513054897080286,4.075161742805327
2019-11-01,0.258,0.009508315590562866,4.543294782270004,4.11251186617755,4.551769409260976,4.114473933517266
2019-12-01,0.2630000000000001,0.056674375106269714,4.532599493153256,4.119037174812473,4.582924577040772,4.165889729385197
2020-01-01,0.2829999999999999,-0.009960241705055495,4.543294782270004,4.122283930911342,4.525044141508807,4.145196092379535
2020-02-01,0.28700000000000014,-0.059946843670398486,4.537961436294641,4.119037174812473,4.4355674016019115,3.9899095440852173
